nombre;tipo;detalle_tipo_rotacion;tema;fecha_edicion;fecha_inicio;fecha_fin;anio;mes;dia_inicio;dia_fin;fecha_texto;sitioWeb;categoria;frecuencia;agrupacion;provincia;entidadOrganizadora;sedeRaw;localidad;sedeOriginalLLM;sedeRaw_corregida;sedeMatchScore;sedeRequiereRevision;entidadOriginalLLM;matchScore;requiereRevision
Presupuesto 2025: autoridades de la UNCUYO convocaron a legisladores nacionales por Mendoza;Encuentro;Nacional - Regional (Cuyo);Educación;2024-08-19;;;2025;;;;;https://www.uncuyo.edu.ar/prensa/presupuesto-2025-autoridades-de-la-uncuyo-convocaron-a-legisladores-nacionales-por-mendoza;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Mendoza;MENDOZA;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Congreso Nacional de Ergonomía;Congreso;Nacional;Industria/Industrial;2025-09-24;2025-09-25;2025-09-26;2025;septiembre;25;26;jueves 25 y viernes 26 de septiembre;https://www.uncuyo.edu.ar/prensa/congreso-nacional-de-ergonomia-pone-foco-en-las-economias-regionales;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Centro de Congresos y Exposiciones ”Emilio Civit”, Peltier 611 de Ciudad;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Primer Congreso Nacional de Educación y Malvinas;Congreso;Nacional - Regional (Cuyo);Educación;2025-09-22;2025-10-17;2025-10-18;2025;octubre;17;18;Del 17 al 18 de octubre de 2025;https://www.umaza.edu.ar/se-parte-del-primer-congreso-nacional-educacion-y-malvinas;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Universidad de Mendoza;MENDOZA;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
14ªedición del regional departamental de Juegos y Destrezas Criollas;Evento Deportivo Nacional;Provincial;Deporte y ocio;2025-10-16;2025-10-16;2025-10-16;2025;10;16;16;16/10/2025;https://diariosanrafael.com.ar/concurso-de-deletreo-reunio-a-estudiantes-de-ocho-escuelas-en-san-rafael/;Asociativo;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;ERROR;;MENDOZA;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
VII Congreso Latinoamericano de Ingeniería y Ciencias Aplicadas, CLICAP 2026;Congreso;Nacional - Regional (Cuyo);Ciencias naturales y exactas;;2025-03-18;2025-03-20;2025;marzo;18;20;entre el 18 y 20 de de marzo de 2026;https://fcai.uncuyo.edu.ar/clicap2026;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Facultad de Ciencias Aplicadas a la Industria de la Universidad Nacional de Cuyo, Ciudad de San Rafael, Mendoza, Argentina;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
XXI Congreso de la Asociación Filosófica Argentina;Congreso;Nacional - Regional (Cuyo);Ciencias históricas y sociales;2025-09-26;2025-09-26;2025-09-26;2025;septiembre;26;26;26 de septiembre de 2025;https://www.uncuyo.edu.ar/prensa/adriana-arpini-profesora-emerita-de-la-uncuyo;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Facultad de Filosofía y Letras;MENDOZA;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Congreso Nacional de Ergonomía;Congreso;Nacional;Seguridad;2025-09-24;2025-09-25;2025-09-26;2025;septiembre;25;26;jueves 25 y viernes 26 de septiembre;https://www.uncuyo.edu.ar/prensa/congreso-nacional-de-ergonomia-pone-foco-en-las-economias-regionales;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Centro de Congresos y Exposiciones ”Emilio Civit”, Peltier 611 de Ciudad;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Programa de Becas para deportistas federados;Otro tipo de evento;Provincial;Deporte y ocio;2025-09-25;2025-09-24;2025-09-24;2025;septiembre;24;24;miércoles 24 de septiembre;https://www.uda.edu.ar/index.php/categoria-uda/1770-nos-sumamos-al-programa-de-becas-para-deportistas-federados;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;ERROR;Salón Blanco del Estadio Malvinas Argentinas;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
VI Congreso Interamericano de Prevención Cardiovascular: “Educar para prevenir”;Congreso;Nacional;Medicina;2025-09-26;2025-10-01;2025-10-04;2025;octubre;1;4;Del 1 al 4 de octubre;https://www.umaza.edu.ar/VI-Congreso-Interamericano-de-Prevencion-Cardiovascular;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Hotel Hilton Mendoza;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Seminario de Bibliotecas: Nuevas prácticas con IA para la Investigación y la Docencia;Seminario;Provincial;Bibliotecología;2025-10-15;2025-10-20;2025-10-21;2025;octubre;20;21;20 y 21 de octubre;https://www.uda.edu.ar/index.php/archivo-novedades-uda;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Universidad Maza (UMAZA) – Mendoza, Argentina;MENDOZA;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
La Casa de la Mirada;Encuentro;Nacional - Regional (Cuyo);Arquitectura;2025-09-09;2025-09-09;2025-09-15;2025;septiembre;9;15;Del 9 al 15 de septiembre;https://www.ucongreso.edu.ar/la-casa-de-la-mirada-2025-cerro-una-semana-dedicada-a-arquitectura-y-territorio-en-la-universidad-de-congreso/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Facultad de Ambiente, Arquitectura y Urbanismo de la Universidad de Congreso;MENDOZA;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Charlas para padres;Conferencia;Local;Educación;2025-10-17;2025-10-17;2025-10-17;2025;octubre;17;17;17 de octubre de 2025;https://www.ucongreso.edu.ar/psicopedagogia-charlas-para-padres-en-san-rafael/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Sede Maristas de la Universidad de Congreso (San Rafael);Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
La Casa de la Mirada 2025: “Un fragmento de Paisaje Mendocino”;Workshop;Nacional - Regional (Cuyo);Arquitectura;;2025-09-09;2025-09-15;2025;septiembre;9;15;del 9 al 15 de septiembre;https://www.ucongreso.edu.ar/la-casa-de-la-mirada-2025/;Académico;Anual;FERIAS Y EXPOSICIONES;Mendoza;ERROR;Facultad de Ambiente, Arquitectura y Urbanismo (Universidad de Congreso, Colón 90 de Ciudad de Mendoza);Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Universidad Abierta;Jornada;Local;Educación;2025-01-01;2025-10-03;2025-10-03;2025;Octubre;3;3;Viernes 3 de Octubre;https://www.ucongreso.edu.ar/mendoza-universidad-abierta-2026/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;UC;MENDOZA;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
I Jornada Regional sobre Bibliotecas y Archivos;Jornada;Nacional - Regional (Cuyo);Bibliotecología;2024-03-14;;;;;;;;https://educacion.uncuyo.edu.ar/la-facultad-en-los-medios;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
La UNCUYO vuelve a marchar en defensa de la universidad pública;Otro tipo de evento;Nacional - Regional (Cuyo);Educación;2025-09-15;2025-09-17;2025-09-17;2025;septiembre;17;17;miércoles 17 de septiembre;https://educacion.uncuyo.edu.ar/la-uncuyo-vuelve-a-marchar-en-defensa-de-la-universidad-publica3466;Académico;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;ERROR;"Campus Universitario de la UNCUYO, Mendoza; Rotonda de la Bandera, Km 0 (San Rafael, Mendoza)";MENDOZA;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Congreso Provincial – Matemática 5.0: transformar la enseñanza con sentido humano – 2025;Congreso;Provincial;Matemática y estadística;2025-10-01;2025-10-01;2025-10-01;2025;octubre;01;01;01/10/2025;https://www.mendoza.edu.ar/memorandum-183-dir-planificacion-inscripciones-al-congreso-provincial-matematica-5-0-transformar-la-ensenanza-con-sentido-humano-2025/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;;MENDOZA;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
La mediana edad y sus peripecias con el deseo;Encuentro;Local;Psicología;;2025-10-04;2025-10-04;2025;octubre;4;4;Sábado 4 de octubre – 10:30 hs.;https://www.ucongreso.edu.ar/proyect-arte-rompecabezas-de-natalia-smirnoff/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Unión Vecinal Barrio La Favorita;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
XXI Congreso de la Asociación Filosófica Argentina;Congreso;Nacional;Ciencias históricas y sociales;2025-09-21;;;2025;;;;;https://ffyl.uncuyo.edu.ar/claudia-damico-se-puede-explicar-lo-que-nos-pasa-a-traves-de-pensar;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;FFyL;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Primer Congreso Nacional de Educación y Malvinas - Mendoza | 2025;Congreso;Nacional - Regional (Cuyo);Educación;2025-09-18;2025-10-17;2025-10-18;2025;octubre;17;18;17 y 18 de octubre;https://www.uda.edu.ar/index.php/categoria-uda/1766-aspectos-legales-y-humanos-de-la-identificacion-de-los-caidos-en-malvinas;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Universidad de Mendoza;MENDOZA;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Tercera Marcha Federal Universitaria;Otro tipo de evento;Nacional - Regional (Cuyo);Educación;2025-09-17;2025-09-17;2025-09-17;2025;septiembre;17;17;17 de septiembre de 2025;https://www.uncuyo.edu.ar/prensa/mas-de-20-mil-personas-marcharon-por-la-universidad-publica-en-mendoza;Asociativo;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;ERROR;Plaza Independencia, Ciudad de Mendoza;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Seminario de Bibliotecas: Nuevas prácticas con IA para la Investigación y la Docencia;Seminario;Provincial;Bibliotecología;2025-10-15;2025-10-20;2025-10-21;2025;octubre;20;21;20 y 21 de octubre;https://www.uda.edu.ar/index.php/archivo-novedades-uda;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Universidad Maza (UMAZA) – Mendoza, Argentina;MENDOZA;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Quieren llegar al Congreso, pero antes pasan por el CUC: estudiantes harán un nuevo debate entre aspirantes;Encuentro;Provincial;Gobierno/Sindical;2025-09-23;2025-09-25;2025-09-25;2025;septiembre;25;25;25 de septiembre;https://www.unidiversidad.com.ar/quieren-llegar-al-congreso-pero-antes-pasan-por-el-cuc-estudiantes-haran-un-nuevo-debate-entre-aspirantes;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;ERROR;Colegio Universitario Central (San Martín 290, Ciudad);MENDOZA;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
La Casa de la Mirada;Workshop;Nacional - Regional (Cuyo);Arquitectura;2025-09-09;2025-09-09;2025-09-15;2025;septiembre;9;15;Del 9 al 15 de septiembre;https://www.ucongreso.edu.ar/la-casa-de-la-mirada-2025-cerro-una-semana-dedicada-a-arquitectura-y-territorio-en-la-universidad-de-congreso/;Académico;Anual;FERIAS Y EXPOSICIONES;Mendoza;ERROR;Facultad de Ambiente, Arquitectura y Urbanismo de la Universidad de Congreso;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
La Casa de la Mirada 2025: “Un fragmento de Paisaje Mendocino”;Workshop;Nacional - Regional (Cuyo);Arquitectura;;2025-09-09;2025-09-15;2025;septiembre;9;15;del 9 al 15 de septiembre;https://www.ucongreso.edu.ar/la-casa-de-la-mirada-2025/;Académico;Anual;FERIAS Y EXPOSICIONES;Mendoza;ERROR;Facultad de Ambiente, Arquitectura y Urbanismo (Universidad de Congreso, Colón 90 de Ciudad de Mendoza);Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Tercera Marcha Federal Universitaria;Otro tipo de evento;Nacional - Regional (Cuyo);Educación;2025-09-18;2025-09-18;2025-09-18;2025;septiembre;18;18;18 de septiembre de 2025;https://www.unidiversidad.com.ar/mas-de-20-mil-personas-marcharon-por-la-universidad-publica-en-mendoza;Asociativo;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;ERROR;Plaza Independencia, Ciudad de Mendoza;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Cine La calma: ciclo de Desmontajes;Evento Cultural;Local;Cultura;;2025-09-30;2025-09-30;2025;septiembre;30;30;30 de septiembre;https://nave.uncuyo.edu.ar/evento/item/la-calma-en-un-nuevo-ciclo-de-desmontajes;Académico;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;ERROR;Sala Verde de la Nave UNCUYO;Desconocido;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
Publicado en Mendoza La UNCuyo va al paro este viernes mientras se define la fecha de la marcha contra el veto de Milei;Otro tipo de evento;Provincial;Educación;2025-09-11;2025-09-12;2025-09-12;2025;septiembre;12;12;viernes 12 de septiembre;https://www.elsol.com.ar/mendoza/la-uncuyo-va-al-paro-este-viernes-mientras-se-define-la-fecha-de-la-marcha-contra-el-veto-de-milei/;Asociativo;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;ERROR;Universidad Nacional de Cuyo (UNCuyo);MENDOZA;ERROR;ERROR;0.0;Sí;ERROR;0.0;Sí
