nombre;tipo;detalle_tipo_rotacion;tema;fecha_edicion;fecha_inicio;fecha_fin;anio;mes;dia_inicio;dia_fin;fecha_texto;sitioWeb;categoria;frecuencia;agrupacion;provincia;entidadOrganizadora;sedeRaw;localidad;sedeOriginalLLM;sedeRaw_corregida;sedeMatchScore;sedeRequiereRevision;entidadOriginalLLM;matchScore;requiereRevision
Jornada de Derecho Civil;Jornada;Local;Derecho;2025-05-18;2025-06-03;2025-06-03;2025;junio;3;3;martes 3 de junio, de 15.30 a 18.30;https://colabogmza.com.ar/aida-kemelmajer-de-carlucci-expondra-sobre-prevencion-del-dano/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Colegio de abogados y procuradores de Salta;salón de actos de la institución ubicado en Pedro Molina 447 de Ciudad;Desconocido;Colegio de Abogados y Procuradores de la Primera Circunscripción Judicial de Mendoza;NO_MATCH;86.0;Sí;Colegio de Abogados y Procuradores;95.0;No
Asamblea Anual de Socios de Bodegas de Argentina;Asamblea;Nacional;Alimentos;2025-04-30;2025-04-30;2025-04-30;2025;abril;30;30;30 de abril pasado;https://mendoza.puntoapunto.com.ar/walter-bressia-fue-reelecto-como-presidente-de-bodegas-de-argentina/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Bodega Los Toneles, ubicada en Guaymallén;GUAYMALLEN;Bodega Los Toneles;Bodega Los Toneles;100.0;No;Bodegas de Argentina;86.0;Sí
Por el Día del Geólogo, se realizará una salida de campo para recorrer Proyecto San Jorge (Uspallata);Jornada;Nacional - Regional (Cuyo);Ciencias naturales y exactas;2025-05-29;2025-06-07;2025-06-07;2025;junio;7;7;sábado 7 de junio;https://www.copigmza.org.ar/por-el-dia-del-geologo-se-realizara-una-salida-de-campo-para-recorrer-proyecto-san-jorge-uspallata/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Punto de Encuentro (Uspallata);USPALLATA;Uspallata.;Gran Hotel Uspallata;90.0;No;Consejo Profesional de Ingenieros y Geólogos.;86.0;Sí
Sunset del Graduado;Encuentro;Provincial;Economía;2025-05-26;2025-06-07;2025-06-07;2025;junio;7;7;sábado 7 de junio a las 20 h;https://cpcemza.org.ar/A6072_celebremos-juntos-en-el-sunset-del-graduado;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Consejo Profesional de Ciencias Económicas;Campus Manuel Belgrano (calle Terrada 6612, Luján de Cuyo);Desconocido;Campus Manuel Belgrano (calle Terrada 6612, Luján de Cuyo);NO_MATCH;86.0;Sí;Consejo Profesional de Ciencias Económicas;100.0;No
Jornada de Conjuntos Inmobiliarios y Propiedad Horizontal;Jornada;Nacional - Regional (Cuyo);Derecho;2025-06-10;2025-06-13;2025-06-13;2025;junio;13;13;viernes 13 de junio;https://derecho.uncuyo.edu.ar/primera-jornada-nacional-de-propiedad-horizontal-y-conjuntos-inmobiliarios;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;aula E de la Facultad de Derecho, UNCUYO;Desconocido;Facultad de Derecho.;Universidad Nacional de Cuyo (UNCUYO) - Facultad de Derecho;90.0;No;La Dirección del Seminario en Administración de Consorcios FD UNCUYO y AIERH (Asociación Inmobiliaria Edificios de Renta y Horizontal);86.0;Sí
Celebración del Día de los Jardines de Infantes en el Espacio Cultural Le Parc;Evento Cultural;Provincial;Educación;2025-05-28;2025-05-28;2025-05-28;2025;MAYO;28;28;28 DE MAYO, 2025;https://www.mendoza.gov.ar/prensa/celebracion-del-dia-de-los-jardines-de-infantes-en-el-espacio-cultural-julio-le-parc/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Gobierno de Mendoza;Espacio Cultural Julio Le Parc;GUAYMALLEN;Espacio Cultural Le Parc;Espacio Cultural Julio Le Parc;95.0;No;Prensa Gobierno de Mendoza;95.0;No
Gran Peña del 25;Evento Cultural;Local;Cultura;2025-05-26;2025-05-25;2025-05-25;2025;mayo;25;25;25 de mayo;https://www.guaymallen.gob.ar/mas-de-10-000-mendocinos-disfrutaron-de-la-gran-pena-del-25-en-el-le-parc/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;RED ARGENTINA DE MUNICIPIOS FRENTE AL CAMBIO CLIMÁTICO;Espacio Cultural Julio Le Parc;GUAYMALLEN;"Guaymallén
Le Parc";NO_MATCH;86.0;Sí;MUNICIPIO;90.0;No
Gran Peña del 25 de Mayo;Evento Cultural;Provincial;Cultura;2025-05-26;2025-05-25;2025-05-25;2025;Mayo;25;25;25 de Mayo;https://www.mendoza.gov.ar/prensa/postales-de-la-gran-pena-del-25-de-mayo-en-el-espacio-cultural-julio-le-parc/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Gobierno de Mendoza;Espacio Cultural Julio Le Parc, Guaymallén;Desconocido;Espacio Cultural Julio Le Parc;Espacio Cultural Julio Le Parc;100.0;No;Prensa Gobierno de Mendoza;95.0;No
Gran Peña;Evento Cultural;Local;Cultura;2025-05-25;2025-05-25;2025-05-25;2025;mayo;25;25;25 de mayo de 2025, de 12:00 a 19:00;https://www.mendoza.gov.ar/prensa/una-multitud-celebro-el-25-de-mayo-en-el-espacio-cultural-julio-le-parc/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Espacio Cultural Julio Le Parc, Guaymallén;Desconocido;Espacio Cultural Julio Le Parc.;Espacio Cultural Julio Le Parc;100.0;No;Subsecretaría de Cultura.;86.0;Sí
Gran Peña del 25 de Mayo;Evento Cultural;Provincial;Cultura;2025-05-21;2025-05-25;2025-05-25;2025;mayo;25;25;El domingo 25, desde las 12h;https://www.guaymallen.gob.ar/se-acerca-la-gran-pena-del-25-de-mayo-en-el-le-parc/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Espacio Cultural Julio Le Parc;GUAYMALLEN;Le Parc;Espacio Cultural Julio Le Parc;90.0;No;El Municipio.;86.0;Sí
tercer encuentro de Líderes de Asistencia;Encuentro;Provincial;Educación;2025-05-13;2025-05-13;2025-05-13;2025;mayo;13;13;13 DE MAYO, 2025;https://www.mendoza.gov.ar/prensa/educacion-se-realizo-el-tercer-encuentro-de-lideres-de-asistencia/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Gobierno de Mendoza;Espacio Cultural Julio Le Parc;GUAYMALLEN;Espacio Cultural Julio Le Parc;Espacio Cultural Julio Le Parc;100.0;No;Prensa Gobierno de Mendoza;95.0;No
Gran Peña del 25 de Mayo;Evento Cultural;Provincial;Cultura;2025-05-12;2025-05-25;2025-05-25;2025;Mayo;25;25;25 de mayo;https://www.guaymallen.gob.ar/los-festejos-por-el-25-de-mayo-sera-en-el-espacio-cultural-julio-le-parc/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;RED ARGENTINA DE MUNICIPIOS FRENTE AL CAMBIO CLIMÁTICO;Espacio Cultural Julio Le Parc, Mitre, casi esquina Godoy Cruz, distrito Belgrano;GUAYMALLEN;Espacio Cultural Julio Le Parc - Guaymallén;Espacio Cultural Julio Le Parc;95.0;No;MUNICIPIO;90.0;No
Agenda del Espacio Cultural Julio Le Parc;Evento Cultural;Local;Arte y diseño;2025-05-08;2025-05-08;2025-05-13;2025;MAYO;8;13;8 DE MAYO, 2025 - 13 DE MAYO, 2025;https://www.mendoza.gov.ar/prensa/esta-es-la-agenda-del-espacio-cultural-julio-le-parc-para-los-proximos-dias/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Gobierno de Mendoza;Espacio Cultural Julio Le Parc (Mitre y Godoy Cruz, Guaymallén);GUAYMALLEN;Espacio Cultural Julio Le Parc.;Espacio Cultural Julio Le Parc;100.0;No;Prensa Gobierno de Mendoza;95.0;No
La Subsecretaría de Cultura acompaña los 80 años del Hospital Central;Jornada;Provincial;Cultura;2025-05-28;2025-05-25;2025-05-25;2025;Mayo;25;25;25 de Mayo;https://www.mendoza.gov.ar/prensa/la-subsecretaria-de-cultura-acompana-los-80-anos-del-hospital-central/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;explanada del Hospital Central;Desconocido;Teatro Independencia;Teatro Independencia;100.0;No;Subsecretaría de Cultura;86.0;Sí
EL MUSEO MILITAR ABRE SUS PUERTAS PARA VIVIR EL “DÍA DEL EJÉRCITO ARGENTINO”;Jornada;Local;Ciencias históricas y sociales;2025-05-23;2025-05-28;2025-05-29;2025;mayo;28;29;miércoles 28 y jueves 29 de mayo;https://www.sanrafael.gov.ar/el-museo-militar-abre-sus-puertas-para-vivir-el-dia-del-ejercito-argentino/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Municipalidad de San rafael;Museo Histórico Militar, ubicado en Avenida Mitre al 5200 de Cuadro Nacional, San Rafael;MENDOZA;Museo Histórico Militar;NO_MATCH;86.0;Sí;Municipalidad de San Rafael;100.0;No
XLII CONGRESO NACIONAL DE CARDIOLOGÍA;Congreso;Nacional;Medicina;;2025-05-28;2025-05-31;2025;mayo;28;31;28 al 31 de mayo de 2025;https://um.edu.ar/noticias/xlii-congreso-nacional-de-cardiologia/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad de Mendoza;Facultad de Ciencias Médicas de la UM, Aula Magna;Desconocido;Universidad de Mendoza;Univesidad de Mendoza;98.0;No;Universidad de Mendoza;100.0;No
Networking & After de AMAVyT;Encuentro;Nacional - Regional (Cuyo);Turismo y hotelería;2025-05-12;2025-05-09;2025-05-09;2025;mayo;9;9;9 de mayo;https://www.maipu.gob.ar/mas-de-1000-personas-visitaron-el-networking-turistico-realizado-en-maipu/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Asociación Mendocina de Agencias de Viajes y Turismo;Hotel Esplendor Mendoza, ubicado en el Complejo Arena Maipú;Desconocido;Complejo Arena Maipú.;Arena Maipú;90.0;No;Asociación Mendocina de Agencias de Viajes y Turismo (AMAVyT);95.0;No
Networking & After de AMAVyT;Encuentro;Nacional;Turismo y hotelería;2025-05-06;2025-05-09;2025-05-09;2025;mayo;9;9;viernes 9 de mayo;https://www.maipu.gob.ar/maipu-sera-sede-de-un-networking-turistico-con-prestadores-de-todo-el-pais/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Hotel Esplendor Mendoza, ubicado en el Complejo Arena Maipú;Desconocido;Complejo Arena Maipú;Arena Maipú;90.0;No;Municipalidad de Maipú;86.0;Sí
Geografía y formación ciudadana. Temas, problemas y debates sobre el futuro de la organización territorial de Mendoza;Jornada;Provincial;Geografia;;2025-03-21;2025-10-09;2025;marzo;21;9;del 21 de marzo al 9 de octubre de 2025;https://ffyl.uncuyo.edu.ar/cursos/item/geografia-y-formacion-ciudadana-temas-problemas-y-debates-sobre-el-futuro-de-la-organizacion-territorial-de-mendoza;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Aula C-12, Facultad de Filosofía y Letras, UNCUYO, Mendoza;Desconocido;Aula C-12 de la FFyL de la UNCUYO.;NO_MATCH;86.0;Sí;Fundación Facultad de Filosofía y Letras (FFyL);86.0;Sí
Todos al agua;Encuentro;Local;Acuático;2025-06-01;;;2025;;;;Este sábado;https://www.godoycruz.gob.ar/biritos-se-sumo-la-inclusion-encuentro-todos-al-agua/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Polideportivo Nº1, Biritos;Desconocido;Polideportivo Nº1 de Biritos;NO_MATCH;86.0;Sí;Área de Políticas Inclusivas.;86.0;Sí
Día de los Jardines;Jornada;Local;Educación;2025-05-28;2025-05-26;2025-05-27;2025;mayo;26;27;martes y miércoles (de 9 a 17);https://www.godoycruz.gob.ar/mas-1200-ninos-celebraron-dia-los-jardines-espacio-arizu/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Municipalidad de Godoy Cruz;Espacio Arizu;GODOY CRUZ;Espacio Arizu;Espacio Arizu;100.0;No;Municipalidad de Godoy Cruz;100.0;No
Encuentro para el bienestar: charla de acompañamiento para personas mayores;Encuentro;Local;Psicología;2025-05-23;2025-06-02;2025-06-02;2025;junio;2;2;lunes 2 de junio, de 10 a 12;https://www.godoycruz.gob.ar/encuentro-bienestar-charla-acompanamiento-personas-mayores/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;RED ARGENTINA DE MUNICIPIOS FRENTE AL CAMBIO CLIMÁTICO;Centro de Jubilados «Rosas de Otoño», ubicado en Chuquisaca 610;Desconocido;Centro de Jubilados «Rosas de Otoño»;NO_MATCH;86.0;Sí;Municipio;90.0;No
El locro más grande de Mendoza se prepara en Las Heras;Evento Cultural;Local;Gastronomía;2025-05-23;2025-05-24;2025-05-25;2025;mayo;24;25;24 y 25 de mayo de 2025;https://www.mendovoz.com/las-heras/la-comuna/2025/5/23/el-locro-mas-grande-de-mendoza-se-prepara-en-las-heras-156516.html;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Municipalidad de Las Heras;Parque de La Familia;MENDOZA;Gurú Andino;NO_MATCH;86.0;Sí;Municipalidad de Las Heras;100.0;No
Día Mundial del Reciclaje;Jornada;Local;Ecología y medio ambiente;2025-05-16;2025-05-16;2025-05-16;2025;mayo;16;16;Desde las 9 hasta las 14 de este viernes;https://www.godoycruz.gob.ar/se-celebro-dia-mundial-del-reciclaje-actividades-promover-la-conciencia-ambiental/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Municipalidad de Godoy Cruz;Plaza departamental;Desconocido;Plaza departamental;Plaza departamental Tunuyán;95.0;No;Municipalidad;90.0;No
Una noche mágica entre leyendas y tradición en el Museo del Vino en Maipú;Evento Cultural;Local;Cultura;2025-05-16;2025-05-18;2025-05-18;2025;mayo;18;18;el día domingo 18;https://www.maipu.gob.ar/10602-2/;Asociativo;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Museo Nacional del Vino y la Vendimia, Ozamis 914;MAIPU;Museo Nacional del Vino y la Vendimia;MUSEO NACIONAL DEL VINO Y LA VENDIMIA;100.0;No;Municipio de Maipú;86.0;Sí
Día Mundial del Reciclaje;Jornada;Local;Ecología y medio ambiente;2025-05-13;2025-05-16;2025-05-16;2025;mayo;16;16;viernes 16 de mayo de 2025, de 9 a 14;https://www.godoycruz.gob.ar/las-actividades-del-municipio-dia-mundial-del-reciclaje/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Municipalidad de Godoy Cruz;Plaza Godoy Cruz;Desconocido;Plaza Godoy Cruz;Plaza de Godoy Cruz;95.0;No;Municipalidad de Godoy Cruz.;100.0;No
Yo Creo;Jornada;Provincial;Educación;2025-05-31;2025-05-31;2025-05-31;2025;mayo;31;31;31 de mayo de 2025;https://www.mendoza.gov.ar/prensa/yo-creo-la-iniciativa-que-inspira-compromiso-y-transforma-el-futuro-de-ninas-ninos-y-adolescentes/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Facultad de Ciencias Políticas y Sociales de la Universidad Nacional de Cuyo;Desconocido;Facultad de Ciencias Políticas y Sociales de la Universidad Nacional de Cuyo;NO_MATCH;89.0;Sí;Ministerio de Educación, Cultura, Infancias;86.0;Sí
Facultad Abierta 2025;Jornada;Local;Educación;2025-05-30;2025-05-30;2025-05-30;2025;mayo;30;30;viernes 30 de mayo;https://fce.uncuyo.edu.ar/facultad-abierta-2025;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Facultad de Ciencias Económicas;Facultad de Ciencias Económicas - UNCUYO, sede central;Desconocido;sede central;NO_MATCH;86.0;Sí;Facultad de Ciencias Económicas de la UNCUYO;95.0;No
El Futuro se Diseña;Jornada;Provincial;Educación;2025-05-30;2025-06-05;2025-06-05;2025;junio;5;5;jueves 5 de junio;https://www.mendoza.gov.ar/prensa/destacados-referentes-dictaran-lajornada-de-capacitacion-para-educacion-privadael-futuro-se-disena/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Nave Cultural de Mendoza;Desconocido;La Nave Cultural.;Nave Cultural;95.0;No;Consejo de Educación Católica (CONSEC) y la Asociación de Colegios Privados de Mendoza (ACPM).;86.0;Sí
Yo Creo;Jornada;Provincial;Educación;2025-05-31;2025-05-31;2025-05-31;2025;mayo;31;31;31 DE MAYO, 2025;https://www.mendoza.gov.ar/prensa/yo-creo-la-iniciativa-que-inspira-compromiso-y-transforma-el-futuro-de-ninas-ninos-y-adolescentes/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Gobierno de Mendoza;Facultad de Ciencias Políticas y Sociales de la Universidad Nacional de Cuyo;Desconocido;Universidad Nacional de Cuyo.;Universidad Nacional de Cuyo (UNCUYO);95.0;No;Gobierno de Mendoza;100.0;No
La Delegación celebró su Acto Académico 2025;Otro tipo de evento;Provincial;Educación;2025-05-30;;;2025;mayo;;;ayer;https://fce.uncuyo.edu.ar/la-delegacion-celebro-un-nuevo-acto-de-juramento;Académico;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Universidad Nacional de Cuyo (UNCuyo);aula magna de la Facultad de Ciencias Aplicadas a la Industria, edificio que comparte además con el Instituto Tecnológico Universitario de la Universidad Nacional de Cuyo;MENDOZA;Aula Magna de la Facultad de Ciencias Aplicadas a la Industria;NO_MATCH;86.0;Sí;UNCUYO;90.0;No
Primer Jornada Institucional de Investigación de Estudiantes: Semillero Científico FCM;Jornada;Local;Medicina;2025-05-29;2025-06-03;2025-06-03;2025;junio;3;3;martes 3 de junio, de 12 a 14:30;https://fcm.uncuyo.edu.ar/el-semillero-cientifico-de-la-fcm-presenta-sus-informes-finales-de-beca;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Facultad de Ciencias Médicas;Aulas de Bicentenario;Desconocido;Aulas de Bicentenario;NO_MATCH;86.0;Sí;FCM (Facultad de Ciencias Médicas de la UNCUYO).;90.0;No
Jornadas-Taller de Redacción de Escritos Judiciales bajo la óptica del Código Procesal Civil, Comercial y Tributario de la Provincia de Mendoza;Jornada;Provincial;Derecho;2025-05-29;2025-06-02;2025-06-11;2025;junio;2;11;lunes 2/6 y lunes 9/6 de 16:25 hs. a 18:25 hs. miércoles 4/6 y miércoles 11/6 de 18:30 a 19:55 hs.;https://derecho.uncuyo.edu.ar/jornadas-taller-de-redaccion-de-escritos-judiciales-bajo-la-optica-del-codigo-procesal-civil-comercial-y-tributario-de-la-provincia-de-mendoza;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Aula E, de la Facultad de Derecho UNCUYO;Desconocido;Aula E de la Facultad de Derecho UNCUYO;NO_MATCH;86.0;Sí;Facultad de Derecho.;86.0;Sí
Dossier técnico para el manejo de la chinche del arce;Encuentro;Provincial;Ecología y medio ambiente;2025-05-28;2025-05-28;2025-05-28;2025;Mayo;28;28;28 DE MAYO, 2025;https://www.mendoza.gov.ar/prensa/iscamen-y-ambiente-realizaron-una-jornada-de-presentacion-del-dossier-tecnico-para-el-manejo-de-la-chinche-del-arce/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;sede central del Iscamen;Desconocido;Av. Peltier 351;NO_MATCH;48.0;Sí;Instituto de Sanidad y Calidad Agropecuaria Mendoza (Iscamen);86.0;Sí
La Subsecretaría de Cultura acompaña los 80 años del Hospital Central;Jornada;Provincial;Cultura;2025-05-28;2025-05-25;2025-05-25;2025;mayo;25;25;25 de mayo 2025;https://www.mendoza.gov.ar/prensa/la-subsecretaria-de-cultura-acompana-los-80-anos-del-hospital-central/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Explanada del Hospital Central, Mendoza;MENDOZA;Teatro Independencia;Teatro Independencia;100.0;No;La Subsecretaría de Cultura;86.0;Sí
EL MUSEO MILITAR ABRE SUS PUERTAS PARA VIVIR EL “DÍA DEL EJÉRCITO ARGENTINO”;Jornada;Local;Ciencias históricas y sociales;2025-05-23;2025-05-28;2025-05-29;2025;mayo;28;29;miércoles 28 y jueves 29 de mayo;https://www.sanrafael.gov.ar/el-museo-militar-abre-sus-puertas-para-vivir-el-dia-del-ejercito-argentino/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Municipalidad de San rafael;Avenida Mitre al 5200 de Cuadro Nacional;MENDOZA;Avenida Mitre al 5200 de Cuadro Nacional.;NO_MATCH;86.0;Sí;Municipalidad de San Rafael;100.0;No
XLII CONGRESO NACIONAL DE CARDIOLOGÍA;Congreso;Nacional;Medicina;2025-05-28;2025-05-17;2025-05-31;2025;mayo;17;31;17 de Mayo 2025 al 31 de Mayo 2025;https://um.edu.ar/noticias/xlii-congreso-nacional-de-cardiologia/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad de Mendoza;Facultad de Ciencias Médicas de la UM;Desconocido;Mendoza;Universidad de Mendoza (UM);90.0;No;Universidad de Mendoza.;100.0;No
