nombre;tipo;detalle_tipo_rotacion;tema;fecha_edicion;fecha_inicio;fecha_fin;anio;mes;dia_inicio;dia_fin;fecha_texto;sitioWeb;categoria;frecuencia;agrupacion;provincia;entidadOrganizadora;sedeRaw;localidad;sedeOriginalLLM;sedeRaw_corregida;sedeMatchScore;sedeRequiereRevision;entidadOriginalLLM;matchScore;requiereRevision
Centro Cultural Coreano llega a Mendoza;Otro tipo de evento;Local;Cultura;2025-05-15;;;2025;Desconocido;Desconocido;Desconocido;del 24 al 31 de mayo;https://www.godoycruz.gob.ar/centro-cultural-coreano-llega-mendoza-sumergirse-la-cultura-asiatica/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;El Centro Cultural Coreano llega a Mendoza para sumergirse en la cultura asiática;MENDOZA;"Biblioteca Manuel Belgrano";NO_MATCH;86.0;Sí;El centro cultural coreano.;86.0;Sí
Comicruz;Otro tipo de evento;Nacional;Arte y diseño;2025-05-12;2025-05-18;2025-05-18;2025;mayo;18;18;Sábado 18 de mayo;https://www.godoycruz.gob.ar/se-viene-comicruz-homenaje-la-historieta-argentina-3/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;Municipalidad de Godoy Cruz;Centro Cristoforo Colombo (A. Tomba 246);Desconocido;"Centro Cristoforo Colombo A. Tomba 246";NO_MATCH;86.0;Sí;Municipalidad de Godoy Cruz;100.0;No
Día de los Patrimonios;Evento Cultural;Nacional - Regional (Patagonia);Cultura;2025-05-29;2025-05-31;2025-05-31;2025;mayo;31;31;del 29 de mayo;https://www.mendoza.gov.ar/prensa/chile-celebra-en-mendoza-su-dia-de-los-patrimonios-culturales-2025/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Este sábado 31 de mayo, el Consulado General de Chile en Mendoza conmemora por segunda vez el Día de los Patrimonios;MENDOZA;"Plaza Chile, Ciudad de Mendoza.";NO_MATCH;86.0;Sí;"Desconocida";86.0;Sí
Participación del Mgtr. José Álvaro Duarte como docente invitado en el marco de la Licenciatura en Criminalística;Seminario;Local;Seguridad;2025-05-30;2025-05-23;2025-05-23;2025;mayo;23;23;el pasado 23 de mayo;https://www.uda.edu.ar/index.php/noticias-psi/1710-participacion-del-dr-jose-alvaro-duarte-como-docente-invitado-en-el-marco-de-la-lic-en-criminalistica;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad del Aconcagua;Facultad de Psicología de la Universidad del Aconcagua;Desconocido;Catamarca 147, Mendoza, Argentina;NO_MATCH;86.0;Sí;Universidad del Aconcagua;100.0;No
Defensa de tesis de la Lic. Mariela Alejandra CALDERÓN;Congreso;Nacional - Regional (NOA);Literatura;2025-05-30;2025-05-30;2025-05-30;2025;mayo;30;30;30 de mayo de 2025 a 9.30 h;https://ffyl.uncuyo.edu.ar/defensa-de-tesis-de-la-lic-mariela-alejandra-calderon;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo;la modalidad híbrida.;Desconocido;Mendoza, Argentina.;NO_MATCH;86.0;Sí;Universidad Nacional de Cuyo;100.0;No
Arminera 2025;Feria;Nacional;Minería;2025-05-21;;;2025;mayo;;;mayo;https://www.mendoza.gov.ar/prensa/mendoza-despierta-gran-interes-en-arminera-2025-y-muestra-todo-su-potencial-productivo-y-estrategico/;Gubernamental;Anual;FERIAS Y EXPOSICIONES;Mendoza;Gobierno de Mendoza;Mendoza;MENDOZA;Arminera 2025;NO_MATCH;51.0;Sí;Gobierno de Mendoza;100.0;No
Desconocido;Seminario;Local;Ciencias históricas y sociales;2025-06-12;2025-06-13;2025-06-14;2025;julio;13;14;13 y 14 de junio de 2025;https://ffyl.uncuyo.edu.ar/defensa-de-tesis-de-la-lic-emilia-elisa-molina;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo;Universidad Nacional de Cuyo;MENDOZA;Centro Universitario;NO_MATCH;86.0;Sí;Universidad Nacional de Cuyo;100.0;No
Jornadas de Derecho Civil;Jornada;Local;Derecho;2025-05-18;2025-06-03;2025-06-03;2025;junio;3;3;martes 3 de junio, a las 15.30, en la sede del Colegio de Abogados y Procuradores de la Primera Circunscripción Judicial de Mendoza.;https://colabogmza.com.ar/aida-kemelmajer-de-carlucci-expondra-sobre-prevencion-del-dano/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Colegio de abogados y procuradores de Salta;sede del Colegio de Abogados y Procuradores de la Primera Circunscripción Judicial de Mendoza;Desconocido;Sede del Colegio de Abogados y Procuradores de la Primera Circunscripción Judicial de Mendoza;NO_MATCH;86.0;Sí;Colegio de Abogados y Procuradores.;95.0;No
De tus luces y sombras;Otro tipo de evento;Local;Arte y diseño;2025-05-30;2025-06-06;2025-06-25;2025;junio;Desconocido;Desconocido;el próximo viernes 6 de junio, a partir de las 20h, en Salas de Arte Libertad. La exposición podrá ser visitada hasta el 25 de junio;https://www.guaymallen.gob.ar/de-tus-luces-y-sombras-hector-dieguez-expone-sus-obras-en-salas-de-arte-libertad/;Cultural;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Salas de Arte Libertad 466 de Villa Nueva;Desconocido;Salas de Arte Libertad;NO_MATCH;86.0;Sí;Municipio de Guaymallén;88.0;Sí
TODO LO QUE PUEDE UN CUERPO;Exposición;Nacional - Regional (Cuyo);Arte y diseño;2025-10-02;2025-05-16;2025-05-16;2025;mayo;16;16;del próximo 16 de mayo;https://mendoza.puntoapunto.com.ar/barbara-negroni-fotografa-rosarina-inaugura-todo-lo-que-puede-un-cuerpo-en-el-hualta-winery-hotel/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Hualta Winery Hotel, Mendoza – Argentina;Desconocido;Hualta Winery Hotel;NO_MATCH;86.0;Sí;Punto a Punto;86.0;Sí
TODO LO QUE PUEDE UN CUERPO;Exposición;NS/NC;Arte y diseño;;2025-05-16;;2025;;;;16 de mayo;https://mendoza.puntoapunto.com.ar/barbara-negroni-fotografa-rosarina-inaugura-todo-lo-que-puede-un-cuerpo-en-el-hualta-winery-hotel/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Hualta Winery Hotel, Mendoza – Argentina;Desconocido;Hualta Winery Hotel;NO_MATCH;86.0;Sí;"No se encuentra el nombre de la entidad organizadora principal de la muestra ""TODO LO QUE PUEDE UN CUERPO"".";86.0;Sí
El festejo de los buzos de quinto año en la Escuela 4-128 Adolfo Pérez Esquivel;Otro tipo de evento;Local;Otro;2025-05-06;2025-07-10;2025-07-12;2025;julio;10;12;del 10 al 12 de julio;https://www.elsol.com.ar/mendoza/polemica-en-una-escuela-de-ciudad-por-la-presentacion-de-los-buzos-de-quinto-ano/;Otro;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Escuela 4-128 Adolfo Pérez Esquivel de Capital;Desconocido;Escuela 4-128 Adolfo Pérez Esquivel;NO_MATCH;86.0;Sí;Escuela 4-128 Adolfo Pérez Esquivel;86.0;Sí
Gran Peña del 25 de Mayo en Le Parc;Evento Cultural;Local;Cultura;2024-09-01;2025-05-25;2025-05-25;2025;mayo;25;25;del 25 al 25 de mayo;https://www.mendoza.gov.ar/prensa/con-distintas-actividades-mendoza-conmemora-un-nuevo-aniversario-del-25-de-mayo/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Gobierno de Mendoza;Guaymallén;Desconocido;Guaymallén, Plaza de Retama (Las Vegas), playón deportivo Tres de Mayo (Lavalle), Pedro Molina (Ciudad de Mendoza), Parque Cívico (Luján de Cuyo), Centro Social y Deportivo Villa Hipódromo (Godoy Cruz), Parque de la Familia (Las Heras), Fuerte San Rafael del Diamante (San Rafael), Plaza de la Villa Cabecera (San Carlos), Plaza de Bowen (General Alvear), Club Unión Vecinal 25 de Mayo (Santa Rosa), San José (Tupungato), Parque de Los Árboles (Rivadavia).;NO_MATCH;86.0;Sí;Prensa Gobierno de Mendoza;95.0;No
Mi primera muestra de arte;Exposición;Local;Arte y diseño;2025-05-14;2025-07-07;2025-07-20;2025;julio;7;20;desde el lunes 7 al domingo 20 de julio;https://nave.uncuyo.edu.ar/novedad/convocatoria-mi-primera-muestra-de-arte;Gubernamental;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Nave UNCUYO (Maza 250, Ciudad de Mdz.);Desconocido;"Luis Quesada de la Nave UNCUYO 
Maza 250, Ciudad de Mdz.";Nave UNCUYO;90.0;No;La Nave UNCUYO;86.0;Sí
Concierto para la familia;Evento Cultural;Local;Arte y diseño;2025-05-13;2025-05-16;2025-05-16;2025;mayo;16;16;viernes 16;https://www.elsol.com.ar/cultura/la-orquesta-sinfonica-uncuyo-ofrecera-el-ciclo-concierto-para-la-familia/;Académico;Anual;EVENTO DEPORTIVO NACIONAL;Mendoza;NO_MATCH;Nave UNCuyo, Maza 250, Ciudad;Desconocido;La Nave UNCuyo;Nave UNCUYO;95.0;No;Orquesta Sinfónica UNCuyo;86.0;Sí
Conversaciones con Daniel Arroyo en la FCPyS;Encuentro;Local;Ciencias históricas y sociales;2025-05-19;2025-05-19;2025-05-19;2025;mayo;16;19;el pasado viernes 16 de mayo;https://fcp.uncuyo.edu.ar/el-politogo-daniel-arroyo-estuvo-en-la-fcpys;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Facultad de Ciencias Políticas y Sociales;Facultad de Ciencias Políticas y Sociales;Desconocido;"Facultad de Ciencias Políticas y Sociales (FCPyS) 
M5502JMA. Mendoza, Argentina";NO_MATCH;86.0;Sí;Facultad de Ciencias Políticas y Sociales (FCPyS);95.0;No
Taller-seminario de comedia con Pablo Picotto;Seminario;Nacional - Regional (Cuyo);Arte y diseño;2025-04-09;2025-05-11;2025-05-11;2025;mayo;11;11;11 de mayo, 2025;https://www.mendoza.gov.ar/prensa/pablo-picotto-llega-a-mendoza-con-su-unipersonal-tiempos-modernos-y-brindara-un-exclusivo-taller-de-comedia/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Gobierno de Mendoza;Teatro Independencia (Chile y Espejo, Ciudad);MENDOZA;Teatro Independencia;Teatro Independencia;100.0;No;Prensa Gobierno de Mendoza;95.0;No
Tiempos modernos;Conferencia;Nacional - Regional (Cuyo);Entretienimiento;2025-05-05;2025-05-11;2025-05-11;2025;mayo;11;11;el 11 de mayo, a las 20.30.;https://www.mendovoz.com/eskpe/2025/5/5/pablo-picotto-llega-mendoza-con-tiempos-modernos-un-taller-exclusivo-de-comedia-155795.html;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Teatro Independencia (Chile 1184);MENDOZA;Teatro Independencia;Teatro Independencia;100.0;No;No se encontró el nombre de la entidad organizadora principal en el texto.;86.0;Sí
Diplomatura en Pericia Caligráfica y Grafopsicológica;Seminario;Nacional - Regional (Cuyo);Derecho;2025-06-01;2025-06-01;2025-09-26;2025;junio;1;26;Junio;https://www.umaza.edu.ar/landings/diplomatura-en-pericia-caligrafica-y-grafopsicologica;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;universidad Maza;Sede San Rafael;Desconocido;"Universidad Maza 
Sede Gran Mendoza : Av. Acceso Este, Lateral Sur 2245, Guaymallén, Mendoza";UNIVERSIDAD MAZA;90.0;No;Universidad Maza;100.0;No
Jornada de Conjuntos Inmobiliarios y Propiedad Horizontal;Jornada;Nacional - Regional (Cuyo);Derecho;2025-06-10;2025-06-10;2025-06-13;2025;julio;13;13;10 de junio de 2025 | 13 de junio de 2025;https://derecho.uncuyo.edu.ar/primera-jornada-nacional-de-propiedad-horizontal-y-conjuntos-inmobiliarios;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Facultad de Derecho, UNCUYO, aula E;Desconocido;Facultad de Derecho;Universidad Nacional de Cuyo (UNCUYO) - Facultad de Derecho;90.0;No;Dirección del Seminario en Administración de Consorcios FD UNCUYO;86.0;Sí
Jornada de Conjuntos Inmobiliarios y Propiedad Horizontal;Jornada;Local;Derecho;;2025-06-10;2025-06-13;2025;junio;10;13;el 10 de junio de 2025 Compartir Facebook Twitter Whatsapp Email Inscripciones | Click aquí del 13 de junio de 9.30 a 13 hs. y de 15 a 18.30 hs.;https://derecho.uncuyo.edu.ar/primera-jornada-nacional-de-propiedad-horizontal-y-conjuntos-inmobiliarios;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;el aula E de la Facultad de Derecho, UNCUYO;Desconocido;Facultad de Derecho;Universidad Nacional de Cuyo (UNCUYO) - Facultad de Derecho;90.0;No;Dirección del Seminario en Administración de Consorcios FD UNCUYO;86.0;Sí
Desconocido;Seminario;Local;Ciencias históricas y sociales;2025-05-19;2025-05-19;2025-05-19;2025;mayo;19;19;El pasado viernes 16 de mayo;https://fcp.uncuyo.edu.ar/el-politogo-daniel-arroyo-estuvo-en-la-fcpys;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Facultad de Ciencias Políticas y Sociales;Facultad de Ciencias Políticas y Sociales;Desconocido;Facultad de Ciencias Políticas y Sociales, M5502JMA, Mendoza, Argentina;NO_MATCH;86.0;Sí;Facultad de Ciencias Políticas y Sociales;100.0;No
Jornada de Conjuntos Inmobiliarios y Propiedad Horizontal;Seminario;Nacional - Regional (Cuyo);Derecho;2025-06-10;2025-06-13;2025-06-13;2025;junio;13;13;10 de junio de 2025;https://derecho.uncuyo.edu.ar/primera-jornada-nacional-de-propiedad-horizontal-y-conjuntos-inmobiliarios;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Facultad de Derecho, UNCUYO;Desconocido;Facultad de Derecho;Universidad Nacional de Cuyo (UNCUYO) - Facultad de Derecho;90.0;No;Dirección del Seminario en Administración de Consorcios FD UNCUYO en colaboración con AIERH (Asociación Inmobiliaria Edificios de Renta y Horizontal).;86.0;Sí
Jornada de Conjuntos Inmobiliarios y Propiedad Horizontal;Jornada;Nacional - Regional (Cuyo);Derecho;;2025-06-10;2025-06-13;2025;junio;10;13;del 10 de junio al 13 de junio de;https://derecho.uncuyo.edu.ar/primera-jornada-nacional-de-propiedad-horizontal-y-conjuntos-inmobiliarios;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;la Facultad de Derecho, UNCUYO;MENDOZA;Facultad de Derecho, UNCUYO;NO_MATCH;86.0;Sí;"Facultad de Derecho, UNCUYO o más precisamente, su Dirección del Seminario en Administración de Consorcios.";86.0;Sí
