nombre;tipo;detalle_tipo_rotacion;tema;fecha_edicion;fecha_inicio;fecha_fin;anio;mes;dia_inicio;dia_fin;fecha_texto;sitioWeb;categoria;frecuencia;agrupacion;provincia;entidadOrganizadora;sedeRaw;localidad;sedeOriginalLLM;sedeRaw_corregida;sedeMatchScore;sedeRequiereRevision;entidadOriginalLLM;matchScore;requiereRevision
Día de la Secretaria 2025 en Argentina;Encuentro;Local;Otro;2025-09-04;2025-09-04;2025-09-04;2025;Desconocido;Desconocido;Desconocido;4 de septiembre, 2025;https://um.edu.ar/noticias/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad de Mendoza;Mendoza | Rio Cuarto | San Rafael;MENDOZA;Mendoza;Hotel Intercontinental Mendoza Guaymallen;90.0;No;Universidad de Mendoza;100.0;No
"Primera Jornada ""Proyección FCE""";Jornada;Nacional;Economía;2025-09-01;2025-09-24;2025-09-25;2025;Septiembre;24;25;24 y 25 de septiembre;https://um.edu.ar/sedes/mendoza/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad de Mendoza;Sede Central de la Universidad de Mendoza;Desconocido;Universidad de Mendoza;Univesidad de Mendoza;98.0;No;Universidad de Mendoza;100.0;No
Dulce café en el lago;Feria;Local;Gastronomía;2025-08-28;2025-09-06;2025-09-07;2025;Desconocido;Desconocido;Desconocido;28 DE AGOSTO, 2025;https://www.mendoza.gov.ar/prensa/se-suspende-dulce-cafe-en-el-lago-del-parque/;;Anual;FERIAS Y EXPOSICIONES;Mendoza;Secretaría de Cultura de Mendoza;parque General San Martín;MENDOZA;parque General San Martín;Parque General San Martín;100.0;No;La Subsecretaría de Cultura de Mendoza;91.0;No
Operativo Plaza de Salud;Evento Deportivo Nacional;Local;Salud;2025-08-28;2025-08-02;;2025;agosto;2;;Próximo martes, a las 14;https://www.tunuyan.gov.ar/site/se-viene-el-operativo-plaza-de-salud-en-colonia-las-rosas/;Gubernamental;Anual;Evento Deportivo Nacional;Mendoza;Municipalidad de Tunuyán;Plaza B° El Sol, ubicado en el distrito de Colonia Las Rosas;Desconocido;plaza B° El Sol;NO_MATCH;86.0;Sí;Municipalidad de Tunuyan;98.0;No
Jornada de forestación en la plaza del barrio San Carlos;Jornada;Local;Ecología y medio ambiente;2025-08-28;2025-08-29;2025-08-29;2025;Desconocido;Desconocido;Desconocido;;https://alvearmendoza.gob.ar/jornada-de-forestacion-en-la-plaza-del-barrio-san-carlos/;Otros;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Municipalidad de General Alvear; plaza del barrio San Carlos;Desconocido;plaza del barrio San Carlos;NO_MATCH;86.0;Sí;Municipalidad de General Alvear;100.0;No
Una tarde a puro dibujo en el Cristoforo Colombo;Evento Cultural;Local;Arte y diseño;2025-08-28;2025-08-30;2025-08-30;2025;Desconocido;Desconocido;Desconocido;sábado 30 de agosto, de 14 a 18;https://www.godoycruz.gob.ar/una-tarde-puro-dibujo-cristoforo-colombo/;Associativo;Anual;Evento Cultural;Mendoza;Municipalidad de Godoy Cruz;sala de arte de Godoy Cruz;GODOY CRUZ;Cristoforo Colombo;Centro Patrimonial y Artístico Cristoforo Colombo;90.0;No;Municipalidad de Godoy Cruz;100.0;No
Festival de BOX en Tunuyán;Evento Deportivo Nacional;Local;Artes marciales y peleas;2025-09-04;2025-09-05;2025-09-05;2025;septiembre;5;5; este viernes 5 de septiembre;https://www.elcucodigital.com/category/comunidad/;Deporte y Ocio;Anual;Evento Deportivo Nacional;Mendoza;NO_MATCH;Polideportivo;MENDOZA;No hay información sobre una sede o locación principal en el texto proporcionado.;NO_MATCH;86.0;Sí;No se puede determinar el nombre de la entidad organizadora principal del evento a partir del texto proporcionado. El texto parece ser una colección de enlaces y categorías de noticias.;86.0;Sí
NEWCOM: EL MUNICIPIO ENTREGÓ MATERIAL DEPORTIVO A LOS CLUBES DE LA LIGA;Evento Deportivo Nacional;Único;Deporte y ocio;2025-08-28;2025-08-28;2025-08-28;2025;Agosto;;;Ago 28, 2025;https://www.sanrafael.gov.ar/newcom-el-municipio-entrego-material-deportivo-a-los-clubes-de-la-liga/;Asociativo;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Municipalidad de San rafael;Polideportivo N°2;SAN RAFAEL;Polideportivo N°2;Polideportivo N°2;97.0;No;Municipalidad de San Rafael;100.0;No
Día del Estudiante;Evento Cultural;Local;Música;2025-09-04;2025-09-03;;2025;septiembre;3;null;3 septiembre, 2025;https://www.elcucodigital.com/san-carlos/;Asociativo;Anual;Evento Cultural;Mendoza;NO_MATCH;San Carlos;MENDOZA;No hay información sobre una sede o locación principal en el texto proporcionado.;NO_MATCH;86.0;Sí;El texto proporcionado no menciona el nombre de la entidad organizadora principal del evento.;86.0;Sí
Operativo “Plaza de Salud” en Colonia Las Rosas;Otro tipo de evento;Local;Salud;2025-08-28;2025-09-05;2025-09-05;2025;Desconocido;Desconocido;Desconocido;próximo martes, a las 14;https://www.tunuyan.gov.ar/site/se-viene-el-operativo-plaza-de-salud-en-colonia-las-rosas/;Gubernamental;Anual;Otro tipo de evento;Mendoza;Municipalidad de Tunuyán;plaza B° El Sol;Desconocido;plaza B° El Sol;NO_MATCH;86.0;Sí;Municipalidad de Tunuyan;98.0;No
Dulce café en el lago;Feria;Local;Gastronomía;2025-08-28;2025-09-06;2025-09-07;2025;setiembre;6;7;el sábado 6 y domingo 7 de setiembre;https://www.mendoza.gov.ar/prensa/se-suspende-dulce-cafe-en-el-lago-del-parque/;Otra;Anual;FERIAS Y EXPOSICIONES;Mendoza;Secretaría de Cultura de Mendoza;parque General San Martín;MENDOZA;parque General San Martín;Parque General San Martín;100.0;No;Subsecretaría de Cultura de Mendoza;95.0;No
Jornada de forestación en la plaza del barrio San Carlos;Jornada;Local;Ecología y medio ambiente;2025-08-28;2025-08-29;2025-08-29;2025;Desconocido;Desconocido;Desconocido;próximo 29 de agosto;https://alvearmendoza.gob.ar/jornada-de-forestacion-en-la-plaza-del-barrio-san-carlos/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Municipalidad de General Alvear;plaza del barrio San Carlos;Desconocido;plaza del barrio San Carlos;NO_MATCH;86.0;Sí;Municipalidad de General Alvear;100.0;No
EXPO OFERTA EDUCATIVA;Exposición;Local;Educación;2025-09-03;2025-10-01;2025-10-31;2025;Desconocido;Desconocido;Desconocido;Sep 3, 2025;https://www.sanrafael.gov.ar/category/san-rafael/;Académico;Anual;FERIAS Y EXPOSICIONES;Mendoza;Municipalidad de San rafael;San Rafael;MENDOZA;El Taller de Suipacha y Emilio Civit;NO_MATCH;86.0;Sí;Municipalidad de San Rafael;100.0;No
Vinilo Arizu;Feria;Local;Cultura;2025-08-28;2025-08-30;2025-08-30;2025;agosto;30;30;El sábado 30 de agosto, de 18 a 22;https://www.mendovoz.com/eskpe/2025/8/28/feria-de-discos-musica-en-vivo-mucho-mas-en-el-espacio-arizu-160558.html;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Espacio Arizu de Godoy Cruz;GODOY CRUZ;Espacio Arizu;Espacio Arizu;100.0;No;Espacio Arizu;86.0;Sí
Festival de BOX en Tunuyán;Evento Deportivo Nacional;Local;Deportes y ocio;2025-09-04;2025-09-05;;2025;septiembre;5;;Este viernes 5 de septiembre;https://www.elcucodigital.com/category/comunidad/;Asociativo;Anual;Evento Deportivo Nacional;Mendoza;NO_MATCH;Polideportivo;CIUDAD DE GENERAL ALVEAR;No se encontró la información solicitada en el texto proporcionado.;NO_MATCH;86.0;Sí;Diario El Cuco Digital;86.0;Sí
2° Reunión Plenaria Anual del CODFAUN;Congreso;Nacional;Otro;2025-09-01;2025-09-01;2025-09-03;2025;Desconocido;Desconocido;Desconocido;Durante tres jornadas, decanos, decanas, directores y autoridades de las facultades y carreras de Arquitectura de las universidades ...;https://ingenieria.uncuyo.edu.ar/; Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH; ;MENDOZA;Facultad de Ingeniería de la UNCUYO;NO_MATCH;86.0;Sí;CODFAUN;64.0;Sí
Congreso Nacional de Matemática 2025;Congreso;Nacional;Matemática y estadística;2025-08-28;2025-10-21;2025-10-22;2025;Desconocido;Desconocido;Desconocido;durante el 21 y 22 de octubre del corriente año;https://www.mendoza.edu.ar/2025/08/28/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;;MENDOZA;La información proporcionada no contiene el nombre de una sede o locación principal.;NO_MATCH;86.0;Sí;Ministerio de Educación, Cultura, Infancias y DGE;86.0;Sí
Novedades Docentes y Directivos;Otro tipo de evento;Local;Educación;2025-09-03;2025-09-03;;2025;septiembre;3;null;3 septiembre, 2025;https://www.mendoza.edu.ar/category/docentes/;Académico;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;;Desconocido;No hay información sobre una sede o locación principal en el texto proporcionado.;NO_MATCH;86.0;Sí;Ministerio de Educación, Cultura, Infancias y DGE;86.0;Sí
Vinilo Arizu;Feria;Local;Cultura;2025-08-28;2025-08-30;2025-08-30;2025;agosto;30;30;El sábado 30 de agosto, de 18 a 22;https://www.mendovoz.com/eskpe/2025/8/28/feria-de-discos-musica-en-vivo-mucho-mas-en-el-espacio-arizu-160558.html;Otro;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Espacio Arizu de Godoy Cruz;GODOY CRUZ;Espacio Arizu;Espacio Arizu;100.0;No;Espacio Arizu;86.0;Sí
Una tarde a puro dibujo en el Cristoforo Colombo;Evento Cultural;Único;Arte y diseño;2025-08-28;2025-08-30;2025-08-30;2025;Desconocido;Desconocido;Desconocido;sábado 30 de agosto;https://www.godoycruz.gob.ar/una-tarde-puro-dibujo-cristoforo-colombo/;Asociativo;Anual;Evento Cultural;Mendoza;Municipalidad de Godoy Cruz;sala de arte de Godoy Cruz;GODOY CRUZ;Cristoforo Colombo;Centro Patrimonial y Artístico Cristoforo Colombo;90.0;No;Municipalidad de Godoy Cruz;100.0;No
