nombre;tipo;detalle_tipo_rotacion;tema;fecha_edicion;fecha_inicio;fecha_fin;anio;mes;dia_inicio;dia_fin;fecha_texto;sitioWeb;categoria;frecuencia;agrupacion;provincia;entidadOrganizadora;sedeRaw;localidad;sedeOriginalLLM;sedeRaw_corregida;sedeMatchScore;sedeRequiereRevision;entidadOriginalLLM;matchScore;requiereRevision
Día de la Ingeniería: el CoRSEOC expone sobre actualizaciones del Reglamento INPRES-CIRSOC 103;Exposición;Provincial;Seguridad;2025-05-29;2025-06-06;2025-06-06;2025;junio;6;6;6 de junio a las 19:15 h;https://www.copigmza.org.ar/dia-de-la-ingenieria-el-corseoc-expone-sobre-actualizaciones-del-reglamento-inpres-cirsoc-103/;Gubernamental;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Auditorio del Consejo Profesional de Ingenieros y Geólogos de Mendoza (CoPIG);Desconocido;Auditorio del Consejo Profesional de Ingenieros y Geólogos de Mendoza (CoPIG);Consejo Profesional de Ingenieros y Geólogos de Mendoza;95.0;No;Consejo Profesional de Ingenieros y Geólogos de Mendoza (CoPIG);86.0;Sí
Qué hacen las empresas para mitigar el consumo de agua y energía que gasta la IA;Otro tipo de evento;NS/NC;Tecnología;2025-05-20;;;2025;MAYO;20;20;20 DE MAYO DE 2025;https://www.unidiversidad.com.ar/que-hacen-las-empresas-para-mitigar-el-consumo-de-agua-y-energia-que-gasta-la-ia;Académico;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Universidad Nacional de Cuyo (UNCuyo);;MENDOZA;UNCUYO (University Nacional de Cuyo).;NO_MATCH;88.0;Sí;Universidad Nacional de Cuyo (UNCUYO);100.0;No
Centro Cultural Coreano;Evento Cultural;Nacional - Regional (Cuyo);Cultura;2025-05-24;2025-05-24;2025-05-31;2025;mayo;24;31;Del 24 al 31 de mayo;https://www.godoycruz.gob.ar/centro-cultural-coreano-llega-mendoza-sumergirse-la-cultura-asiatica/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Centro Patrimonial y Artístico Cristoforo Colombo (Tomba 246) y B+M (Tomba 56);Desconocido;"Centro Patrimonial y Artístico Cristoforo Colombo (Tomba 246), 
Biblioteca Manuel Belgrano (Tomba 56), 
Biblioteca Manuel Belgrano (referencia de: la B+M (Tomba 56)), 
calle A. Tomba 246";Centro Patrimonial y Artístico Cristoforo Colombo;90.0;No;Centro Cultural Coreano;86.0;Sí
Originales: Exposición colectiva;Exposición;Local;Arquitectura;2025-05-16;2025-05-16;2025-05-16;2025;mayo;16;16;16 de mayo;https://um.edu.ar/noticias/originales-exposicion-colectiva-en-el-museo-municipal-de-arte-moderno-de-mendoza/;Académico;Anual;FERIAS Y EXPOSICIONES;Mendoza;Universidad de Mendoza;Museo Municipal de Arte Moderno de Mendoza;MENDOZA;Museo Municipal de Arte Moderno de Mendoza - Universidad de Mendoza;NO_MATCH;88.0;Sí;Universidad de Mendoza;100.0;No
Acto de apertura del ciclo lectivo 2025 de la Escuela de Gobierno Municipal (EGM) de Luján de Cuyo;Conferencia;Local;Gobierno/Sindical;2025-05-15;2025-05-15;2025-05-15;2025;mayo;15;15;15 May 2025;https://lujandecuyo.gob.ar/2025/05/15/mauricio-macri-destaco-el-modelo-de-gestion-de-lujan-de-cuyo-como-uno-de-los-mejores-del-pais-2/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Centro de Atención Unificada (CAU), ubicado en el Parque Cívico Municipal;Desconocido;Luján;Polideportivo Luján de Cuyo;90.0;No;Municipio de Luján de Cuyo;89.0;Sí
Asamblea Anual de Socios de Bodegas de Argentina (BdA);Asamblea;Nacional;Management y negocios;2024-04-30;2024-04-30;2024-04-30;2024;abril;30;30;El 30 de abril pasado;https://mendoza.puntoapunto.com.ar/walter-bressia-fue-reelecto-como-presidente-de-bodegas-de-argentina/;Corporativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Bodega Los Toneles, Guaymallén;Desconocido;Bodega Los Toneles.;Bodega Los Toneles;100.0;No;Bodegas de Argentina;86.0;Sí
Día de la Ingeniería: el CoRSEOC expone sobre actualizaciones del Reglamento INPRES-CIRSOC 103;Exposición;Provincial;Seguridad;2025-05-29;2025-06-06;2025-06-06;2025;junio;6;6;el próximo viernes 6 de junio a las 19:15 h;https://www.copigmza.org.ar/dia-de-la-ingenieria-el-corseoc-expone-sobre-actualizaciones-del-reglamento-inpres-cirsoc-103/;Gubernamental;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Auditorio del Consejo Profesional de Ingenieros y Geólogos de Mendoza (CoPIG);Desconocido;Auditorio del Consejo Profesional de Ingenieros y Geólogos de Mendoza (CoPIG);Consejo Profesional de Ingenieros y Geólogos de Mendoza;95.0;No;Consejo Profesional de Ingenieros y Geólogos de Mendoza (CoPIG);86.0;Sí
FIESTA DEL PUESTERO SUREÑO EN EL SOSNEADO;Evento Cultural;Local;Agricultura y ganadería;2025-05-16;2025-05-15;2025-05-16;2025;May;15;16;fin de semana;https://www.sanrafael.gov.ar/ya-se-vive-la-xxix-edicion-de-la-fiesta-del-puestero-sureno-en-el-sosneado/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Municipalidad de San rafael;El Sosneado;Desconocido;El Sosneado;NO_MATCH;86.0;Sí;Municipalidad de San Rafael;100.0;No
Se inauguró la muestra por el 167º Aniversario de Guaymallén en el Espacio Le Parc;Exposición;Local;Arte y diseño;2025-05-06;2025-05-06;2025-05-22;2025;mayo;6;22;6 mayo, 2025 a 22 de mayo de 2025;https://www.guaymallen.gob.ar/se-inauguro-la-muestra-por-el-167o-aniversario-de-guaymallen-en-el-espacio-le-parc/;Gubernamental;Anual;FERIAS Y EXPOSICIONES;Mendoza;RED ARGENTINA DE MUNICIPIOS FRENTE AL CAMBIO CLIMÁTICO;Espacio Cultural Julio Le Parc;GUAYMALLEN;Espacio Le Parc - Guaymallén;NO_MATCH;86.0;Sí;MUNICIPIO;90.0;No
Destacados artistas visuales se unen en una muestra por el 167º Aniversario de Guaymallén;Exposición;Nacional - Regional (Cuyo);Arte y diseño;2025-04-30;2025-05-05;2025-05-22;2025;mayo;5;22;del 5 al 22 de mayo de 2025;https://www.guaymallen.gob.ar/destacados-artistas-visuales-se-unen-en-una-muestra-por-el-167o-aniversario-de-guaymallen/;Gubernamental;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Espacio Cultural Julio Le Parc, Mitre y Godoy de San José;GUAYMALLEN;No hay información específica sobre una sede o locación principal en la página que has proporcionado.;NO_MATCH;86.0;Sí;Municiipio;81.0;Sí
TODO LO QUE PUEDE UN CUERPO;Exposición;Único;Arte y diseño;2025-05-16;2025-05-16;2025-05-16;2025;mayo;16;16;16 de mayo;https://mendoza.puntoapunto.com.ar/barbara-negroni-fotografa-rosarina-inaugura-todo-lo-que-puede-un-cuerpo-en-el-hualta-winery-hotel/;Académico;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Hualta Winery Hotel, Mendoza;Desconocido;Hualta Winery Hotel;NO_MATCH;86.0;Sí;Hualta Winery Hotel;86.0;Sí
Un Boim muy Trap 5º Encuentro de Elencos Municipales;Exposición;Local;Arte y diseño;2025-05-18;2025-05-18;2025-05-18;2025;mayo;18;18;mayo 18;https://www.godoycruz.gob.ar/evento/comicruz1/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Centro Patrimonial y Artístico Cristoforo Colombo (Tomba 246);Desconocido;Centro Patrimonial y Artístico Cristoforo Colombo;Centro Patrimonial y Artístico Cristoforo Colombo;100.0;No;Comicruz;56.0;Sí
Día Mundial del Reciclaje;Jornada;Local;Ecología y medio ambiente;2025-05-16;2025-05-12;2025-05-12;2025;mayo;12;12;Desde las 9 hasta las 14 de este viernes;https://www.godoycruz.gob.ar/se-celebro-dia-mundial-del-reciclaje-actividades-promover-la-conciencia-ambiental/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Municipalidad de Godoy Cruz;Plaza departamental;TUNUYAN;El epicentro de la campaña de reciclaje fue la plaza departamental de Godoy Cruz.;NO_MATCH;86.0;Sí;Municipalidad de Godoy Cruz;100.0;No
El Centro Cultural Coreano llega a Mendoza para sumergirse en la cultura asiática;Evento Cultural;Nacional - Regional (Cuyo);Cultura;2025-05-24;2025-05-24;2025-05-31;2025;mayo;24;31;Del 24 al 31 de mayo;https://www.godoycruz.gob.ar/centro-cultural-coreano-llega-mendoza-sumergirse-la-cultura-asiatica/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Centro Patrimonial y Artístico Cristoforo Colombo (Tomba 246) y la B+M (Tomba 56);MENDOZA;Centro Cultural Coreano.;NO_MATCH;86.0;Sí;El Centro Cultural Coreano.;86.0;Sí
Comicruz;Exposición;Local;Cultura;2025-05-12;2025-05-18;2025-05-18;2025;mayo;18;18;domingo 18 de  mayo, a las 16 horas;https://www.godoycruz.gob.ar/se-viene-comicruz-homenaje-la-historieta-argentina-3/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;Municipalidad de Godoy Cruz;Centro Cristoforo Colombo (A. Tomba 246);Desconocido;Centro Cristoforo Colombo;NO_MATCH;86.0;Sí;Municipalidad de Godoy Cruz;100.0;No
Chile celebra en Mendoza su Día de los Patrimonios culturales 2025;Evento Cultural;Provincial;Cultura;2025-05-29;2025-05-31;2025-05-31;2025;mayo;31;31;31 de mayo;https://www.mendoza.gov.ar/prensa/chile-celebra-en-mendoza-su-dia-de-los-patrimonios-culturales-2025/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Mendoza;MENDOZA;"Plaza Chile, 
Basílica de San Francisco, 
Museo Carlos Alonso (Mansión Stoppel), 
Librería García Santos, 
Teatro Gabriela Mistral";Teatro Gabriela Mistral;90.0;No;Consulado General de Chile en Mendoza.;86.0;Sí
Participación del Mgtr. José Álvaro Duarte como docente invitado en el marco de la Licenciatura en Criminalística 30 Mayo 2025;Seminario;Local;Seguridad;2025-05-30;2025-05-23;2025-05-23;2025;mayo;23;23;el pasado 23 de mayo;https://www.uda.edu.ar/index.php/noticias-psi/1710-participacion-del-dr-jose-alvaro-duarte-como-docente-invitado-en-el-marco-de-la-lic-en-criminalistica;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad del Aconcagua;Facultad de Psicología de la Universidad del Aconcagua;Desconocido;Catamarca 147;NO_MATCH;60.0;Sí;Universidad del Aconcagua;100.0;No
Chile celebra en Mendoza su Día de los Patrimonios culturales 2025;Evento Cultural;Provincial;Cultura;2025-05-29;2025-05-31;2025-05-31;2025;mayo;31;31;31 de mayo;https://www.mendoza.gov.ar/prensa/chile-celebra-en-mendoza-su-dia-de-los-patrimonios-culturales-2025/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Ciudad de Mendoza;Desconocido;"Plaza Chile
Mansión Stoppel
Basílica de San Francisco
Librería García Santos
Plaza 12 de febrero
Museo Histórico Las Bóvedas
Salón de Actos de la Municipalidad de La Paz
Centro Cultural Cristóforo Colombo
Campo Histórico El Plumerillo
Casa Moyano de Aguirre";NO_MATCH;86.0;Sí;Consulado General de Chile en Mendoza;86.0;Sí
Defensa de tesis de la Lic. Mariela Alejandra CALDERÓN;Seminario;Nacional - Regional (Cuyo);Literatura;2025-05-30;2025-05-30;2025-05-30;2025;mayo;30;30;viernes 30 de mayo de 2025 - 9.30 h;https://ffyl.uncuyo.edu.ar/defensa-de-tesis-de-la-lic-mariela-alejandra-calderon;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo;Universidad Nacional de Cuyo;MENDOZA;M5502JMA;NO_MATCH;45.0;Sí;Universidad Nacional de Cuyo;100.0;No
Defensa de tesis de la Lic. Mariela Alejandra CALDERÓN;Seminario;Local;Literatura;2025-05-30;2025-05-30;2025-05-30;2025;mayo;30;30;viernes 30 de mayo de 2025 - 9.30 h;https://ffyl.uncuyo.edu.ar/defensa-de-tesis-de-la-lic-mariela-alejandra-calderon;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo;Universidad Nacional de Cuyo;MENDOZA;M5502JMA. Mendoza, Argentina;NO_MATCH;86.0;Sí;Universidad Nacional de Cuyo;100.0;No
Arminera 2025;Feria;Nacional;Industria/Industrial;2025-05-21;;;2025;Mayo;;;;https://www.mendoza.gov.ar/prensa/mendoza-despierta-gran-interes-en-arminera-2025-y-muestra-todo-su-potencial-productivo-y-estrategico/;Gubernamental;Anual;FERIAS Y EXPOSICIONES;Mendoza;Gobierno de Mendoza;Mendoza;MENDOZA;Arminera 2025;NO_MATCH;51.0;Sí;Gobierno de Mendoza;100.0;No
Defensa de tesis de la Lic. Emilia Elisa MOLINA;Seminario;Local;Geografía;2025-06-14;2025-06-13;2025-06-13;2025;junio;13;13;viernes 13 de junio de 2025 - 10.30 h;https://ffyl.uncuyo.edu.ar/defensa-de-tesis-de-la-lic-emilia-elisa-molina;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo;Universidad Nacional de Cuyo - CONICET;MENDOZA;Centro Universitario;NO_MATCH;86.0;Sí;Universidad Nacional de Cuyo - CONICET;95.0;No
Jornada de Derecho Civil;Jornada;Provincial;Derecho;2025-05-18;2025-06-03;2025-06-03;2025;junio;3;3;martes 3 de junio;https://colabogmza.com.ar/aida-kemelmajer-de-carlucci-expondra-sobre-prevencion-del-dano/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Colegio de abogados y procuradores de Salta;Colegio de Abogados y Procuradores de la Primera Circunscripción Judicial de Mendoza;Desconocido;Colegio de Abogados y Procuradores de la Primera Circunscripción Judicial de Mendoza;NO_MATCH;86.0;Sí;Colegio de Abogados y Procuradores;95.0;No
“De tus luces y sombras”: Héctor Diéguez expone sus obras en Salas de Arte Libertad;Exposición;Local;Arte y diseño;2025-05-30;2025-06-06;2025-06-25;2025;junio;6;25;del 6 al 25 de junio;https://www.guaymallen.gob.ar/de-tus-luces-y-sombras-hector-dieguez-expone-sus-obras-en-salas-de-arte-libertad/;Gubernamental;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Salas de Arte Libertad;Desconocido;Salas de Arte Libertad - Guaymallén;NO_MATCH;86.0;Sí;Salas de Arte Libertad;86.0;Sí
TODO LO QUE PUEDE UN CUERPO;Exposición;Local;Arte y diseño;2025-10-07;2025-05-16;2025-05-16;2025;mayo;16;16;el próximo 16 de mayo;https://mendoza.puntoapunto.com.ar/barbara-negroni-fotografa-rosarina-inaugura-todo-lo-que-puede-un-cuerpo-en-el-hualta-winery-hotel/;Académico;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Hualta Winery Hotel, Mendoza – Argentina;MENDOZA;Hualta Winery Hotel;NO_MATCH;86.0;Sí;Hualta Winery Hotel;86.0;Sí
TODO LO QUE PUEDE UN CUERPO;Exposición;Local;Arte y diseño;2025-05-16;2025-05-16;2025-05-16;2025;mayo;16;16;16 de mayo;https://mendoza.puntoapunto.com.ar/barbara-negroni-fotografa-rosarina-inaugura-todo-lo-que-puede-un-cuerpo-en-el-hualta-winery-hotel/;Académico;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Hualta Winery Hotel, Mendoza – Argentina;Desconocido;Hualta Winery Hotel;NO_MATCH;86.0;Sí;Punto a Punto;86.0;Sí
presentación de los buzos de quinto año;Evento Cultural;Local;Educación;2025-05-06;;;2025;;;;;https://www.elsol.com.ar/mendoza/polemica-en-una-escuela-de-ciudad-por-la-presentacion-de-los-buzos-de-quinto-ano/;Académico;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Escuela 4-128 Adolfo Pérez Esquivel;Desconocido;Escuela 4-128 Adolfo Pérez Esquivel;NO_MATCH;86.0;Sí;Escuela 4-128 Adolfo Pérez Esquivel de Capital;86.0;Sí
“De tus luces y sombras”: Héctor Diéguez expone sus obras en Salas de Arte Libertad;Exposición;Local;Arte y diseño;2025-05-30;2025-06-06;2025-06-25;2025;junio;6;25;del 6 al 25 de junio;https://www.guaymallen.gob.ar/de-tus-luces-y-sombras-hector-dieguez-expone-sus-obras-en-salas-de-arte-libertad/;Gubernamental;Anual;FERIAS Y EXPOSICIONES;Mendoza;RED ARGENTINA DE MUNICIPIOS FRENTE AL CAMBIO CLIMÁTICO;Salas de Arte Libertad, Libertad 466, Villa Nueva;Desconocido;Salas de Arte Libertad;NO_MATCH;86.0;Sí;MUNICIPIO;90.0;No
Gran Peña del 25 de Mayo;Evento Cultural;Provincial;Cultura;2025-05-25;2025-05-25;2025-05-25;2025;Mayo;25;25;25 de Mayo;https://www.mendoza.gov.ar/prensa/con-distintas-actividades-mendoza-conmemora-un-nuevo-aniversario-del-25-de-mayo/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Le Parc, Guaymallén;Desconocido;"Guaymallén, 
Parque Cívico (Boedo 505), 
Plaza de la Villa Cabecera, 
Parque de Los Árboles, 
Plaza de Bowen, 
Club Unión Vecinal 25 de Mayo, 
Parque de la Familia, 
Fuerte San Rafael del Diamante, 
Playón deportivo (San José, Tupungato), 
Parque Social y Deportivo Villa Hipódromo,";NO_MATCH;86.0;Sí;Gobierno provincial de Mendoza;86.0;Sí
Chile celebra en Mendoza su Día de los Patrimonios culturales 2025;Evento Cultural;Provincial;Cultura;2025-05-29;2025-05-31;2025-05-31;2025;mayo;31;31;31 de mayo;https://www.mendoza.gov.ar/prensa/chile-celebra-en-mendoza-su-dia-de-los-patrimonios-culturales-2025/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Consulado General de Chile en Mendoza;MENDOZA;Belgrano 1080, Ciudad de Mendoza.;NO_MATCH;86.0;Sí;Consulado General de Chile en Mendoza;86.0;Sí
Mi primera muestra de arte;Exposición;Local;Arte y diseño;2025-05-14;2025-07-07;2025-07-20;2025;julio;7;20;lunes 7 al domingo 20 de julio;https://nave.uncuyo.edu.ar/novedad/convocatoria-mi-primera-muestra-de-arte;Académico;Anual;FERIAS Y EXPOSICIONES;Mendoza;Universidad Nacional de Cuyo;Nave UNCUYO (Maza 250, Ciudad de Mdz.);Desconocido;El Espacio de Arte Luis Quesada de la Nave UNCUYO;Nave UNCUYO;90.0;No;Universidad Nacional de Cuyo;100.0;No
Concierto para la familia – De cómo la orquesta se transformó en sinfónica;Evento Cultural;Local;Cultura;2025-05-13;2025-05-16;2025-05-16;2025;Mayo;16;16;viernes 16;https://www.elsol.com.ar/cultura/la-orquesta-sinfonica-uncuyo-ofrecera-el-ciclo-concierto-para-la-familia/;Académico;Anual;Evento Cultural;Mendoza;Universidad Nacional de Cuyo;Nave UNCuyo;MENDOZA;Sala Roja de la Nave UNCuyo, Maza 250, Ciudad.;Nave UNCUYO;90.0;No;La Orquesta Sinfónica de la Universidad Nacional de Cuyo.;90.0;No
Conversaciones con Daniel Arroyo en la FCPyS;Encuentro;Local;Ciencias históricas y sociales;2025-05-19;2025-05-16;2025-05-16;2025;mayo;16;16;viernes 16 de mayo;https://fcp.uncuyo.edu.ar/el-politogo-daniel-arroyo-estuvo-en-la-fcpys;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Facultad de Ciencias Políticas y Sociales;Facultad de Ciencias Políticas y Sociales (FCPyS);MENDOZA;Facultad de Ciencias Políticas y Sociales, Mendoza, Argentina;NO_MATCH;86.0;Sí;Facultad de Ciencias Políticas y Sociales (FCPyS);95.0;No
"Pablo Picotto llega a Mendoza con su unipersonal ""Tiempos modernos"" y brindará un exclusivo taller de comedia";Evento Cultural;Local;Entretenimiento, parques y atracciones;2025-05-09;2025-05-11;2025-05-11;2025;mayo;11;11;el domingo 11 de mayo;https://www.mendoza.gov.ar/prensa/pablo-picotto-llega-a-mendoza-con-su-unipersonal-tiempos-modernos-y-brindara-un-exclusivo-taller-de-comedia/;Asociativo;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Gobierno de Mendoza;Teatro Independencia;MENDOZA;Teatro Independencia;Teatro Independencia;100.0;No;Prensa Gobierno de Mendoza;95.0;No
Tiempos modernos;Evento Cultural;Local;Entretenimiento;2025-05-05;2025-05-11;2025-05-12;2025;mayo;11;12;11 y 12 de mayo;https://www.mendovoz.com/eskpe/2025/5/5/pablo-picotto-llega-mendoza-con-tiempos-modernos-un-taller-exclusivo-de-comedia-155795.html;Asociativo;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;NO_MATCH;Teatro Independencia (Chile 1184);MENDOZA;Teatro Independencia.;Teatro Independencia;100.0;No;MendoVoz;72.0;Sí
Diplomatura en Pericia Caligráfica y Grafopsicológica;Otro tipo de evento;NS/NC;Derecho;2025-06-01;2025-06-01;2025-06-01;2025;Junio;1;1;Inicio: Junio;https://www.umaza.edu.ar/landings/diplomatura-en-pericia-caligrafica-y-grafopsicologica;Académico;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;universidad Maza;Sede Gran Mendoza : Av. Acceso Este, Lateral Sur 2245, Guaymallén, Mendoza;Desconocido;Universidad Maza;UNIVERSIDAD MAZA;100.0;No;Universidad Maza;100.0;No
